Time,Vehicle ID,X,Y,Lat,Long,Speed
0,0,1437.82,468.34,36.90706123016816,-1.1853981697363782,0.0
1,0,1434.86,469.54,36.90703464975781,-1.1853873000649837,0.0
1,1,1436.4542835198777,519.2033881872151,36.90704930781084,-1.1849382944025133,0.0
2,0,1434.4943960932876,471.0256112823126,36.90703137576535,-1.1853738658592998,1.54
2,1,1434.6172799862848,519.9378411057918,36.90703281169199,-1.1849316415157947,1.9783105810172856
2,2,1356.4628632790882,546.7733276198711,36.90633096264327,-1.1846884825538733,0.0
3,0,1431.7860714061999,470.0626270860117,36.90700704137043,-1.1853825538778686,3.850451199366711
3,1,1431.2114555749522,521.2995247570857,36.90700222770991,-1.1849193069920043,3.6678092049434783
3,2,1358.5270176210247,545.9963078567597,36.906349498871904,-1.1846955218466564,2.2056335009634496
3,3,1349.2155001170008,4.6027030250437715,36.90626217358232,-1.1895903028243155,0.0
4,0,1434.12689499022,465.12197370045476,36.907028034548745,-1.1854272393068213,6.212008801084943
4,1,1426.5725653688712,523.1542008034344,36.9069605709145,-1.184902506800945,4.995725599350409
4,2,1362.7455132918362,544.4083187998243,36.90638738121455,-1.1847099079929813,4.507635493227281
4,3,1349.4591152795927,7.096723368985519,36.906264378890874,-1.1895677555746877,2.507441041059792
4,4,1441.95,426.49,36.90709804414503,-1.1857765721424305,0.0
5,0,1436.726595078112,459.00332687533665,36.90705134511596,-1.1854825769791941,7.176679608586244
5,1,1419.6008269870038,525.9415735593815,36.90689796536577,-1.184877257974326,7.508022470679135
5,2,1369.2070479626882,541.9759715488084,36.906445406183444,-1.1847319434748107,6.904414581856691
5,3,1349.9117699366732,11.730794218799154,36.90626847651331,-1.1895258611479016,4.65900747932028
5,4,1445.06,426.41427859843947,36.907125979588656,-1.1857772780192448,2.201692483876832
6,0,1436.8805990117014,455.033447698363,36.90705270151249,-1.1855184704983635,3.975583026365843
6,1,1410.706221329293,529.4977284417387,36.90681809265618,-1.1848450452982724,9.578801654349082
6,2,1377.2463856526538,538.9496841532787,36.906517599921955,-1.1847593596680759,8.590361764281988
6,3,1350.4981914580583,17.734308897030598,36.90627378504848,-1.1894715862315397,6.035820490145124
6,4,1444.281574407653,421.9814418117909,36.907118957171384,-1.1858173508565562,3.78136119893752
7,0,1436.7441448252548,449.59997927848104,36.90705143889181,-1.1855675946330255,5.881771042867098
7,1,1400.407659199234,533.6151995708065,36.90672561255812,-1.1848077480590642,11.090754077816383
7,2,1386.8917727499838,535.3188236864908,36.90660421608691,-1.1847922529005497,10.306491370056756
7,3,1351.3161781171068,26.108481288587374,36.90628118980557,-1.1893958793274135,8.419235067791304
7,4,1441.8958196353867,415.27668897097504,36.907097481285454,-1.1858779535475983,6.157825691509061
8,0,1439.8323786500569,443.0206351945191,36.90707913464096,-1.1856271009035582,7.87460501968721
8,1,1388.914377386942,537.9760137114114,36.906622402409724,-1.1847682425454211,12.292581896249473
8,2,1398.1618741346954,531.0692933277262,36.90670542224517,-1.1848307507523654,12.045123617490754
8,3,1352.2843017094144,36.01968676930509,36.906289953659766,-1.1893062768381824,9.964539162279104
8,4,1436.903257522706,408.5349976623029,36.90705258917697,-1.185938872377983,8.076776412175969
9,0,1444.2619321847062,434.4804656400539,36.907118865639376,-1.1857043445598414,9.833815719064791
9,1,1377.514176890398,542.2695957166034,36.906520027927414,-1.1847293455280772,12.181478170792841
9,2,1410.6308051752621,526.0834962695025,36.906817392042825,-1.1848759135298599,13.429240827972762
9,3,1353.4269951749188,47.71805857645404,36.90630029778526,-1.189200517427804,11.76132249846123
9,4,1428.340441124148,402.86725637286094,36.90697563411391,-1.1859900569915873,9.798950472241268
10,0,1444.3523287635749,422.29590561588833,36.90711959486739,-1.1858145082105034,11.58786633875547
10,1,1365.8319342409538,546.6694013897707,36.906415120698654,-1.1846894861957937,12.482849215085887
10,2,1422.9635663128856,521.1521477842401,36.90692813905811,-1.1849205830984746,13.282583635451966
10,3,1354.7642925580017,61.403992694967165,36.90631240350252,-1.1890767894139898,13.759625298506577
10,4,1415.6775780746957,401.11260775276696,36.906861876469215,-1.1860058345108007,12.305836108513176
11,0,1437.8795093331382,409.49020956302763,36.90706136496923,-1.1859302427935658,13.19980745510524
11,1,1354.3062336044507,551.0102496814407,36.90631161923529,-1.1846501609797606,12.315579076808215
11,2,1431.6954436942624,517.6606400985211,36.90700655048786,-1.1849522101773953,9.404373466605481
11,3,1356.3132331691272,76.96144012505836,36.90632642307393,-1.1889361421342415,15.644041203847154
11,4,1401.1870425731959,407.1915024804663,36.9067317547747,-1.1859507749145473,14.860126998322084
12,0,1424.221264152377,401.63332640667034,36.90693862471577,-1.1860011850247967,15.202180248958523
12,2,1437.6254189864972,515.2894943065382,36.90705980110581,-1.1849736886971975,6.386679503179783
12,3,1358.0834013701328,94.74088146177478,36.906342444975024,-1.1887754068900551,17.878402874432503
12,4,1392.4609273999026,420.9885196862195,36.906653465141666,-1.1858259736877301,15.837049731365576
12,5,1525.73,389.03,36.907850354068806,-1.18611582836228,0.0
13,0,1406.1737687063833,403.843998256192,36.906776525901364,-1.1859810744673276,17.319855008128567
13,2,1442.648750544496,512.4490541564811,36.90710490450349,-1.1849994040060468,5.864045452049374
13,3,1360.1033305664985,115.0335049651205,36.9063607274875,-1.188591951186033,20.40552817473654
13,4,1387.0130963366782,431.8739937606453,36.906604603307414,-1.185727518722791,12.456011268156752
13,5,1523.7819754176196,389.8087635501154,36.90783286097772,-1.186108774084061,2.0975293326890094
14,0,1394.625507091631,415.39564667336066,36.90667287073632,-1.1858765547554562,15.832586014332417
14,2,1445.7966064451552,505.1584696079634,36.90713313100439,-1.1850653411423315,6.4899570510512214
14,3,1362.371781442419,137.82465030396082,36.90638125937046,-1.1883859075588599,22.917933380021715
14,4,1378.0826498271515,439.6524271997738,36.9065244373528,-1.1856571313094095,11.83950413235946
14,5,1520.287293667947,391.2058356356087,36.907801479040614,-1.1860961189782966,3.7628875655122105
15,0,1391.0484653349347,427.09822568666164,36.906640819045194,-1.1857707249763727,11.876318756641634
15,2,1442.5627201287757,497.1531021726508,36.907104027878475,-1.185137697164184,8.633101093235798
15,3,1364.8062133145786,162.28340813065785,36.906403293524214,-1.1881647878541328,24.59482286197599
15,4,1367.9309290321523,448.0415516963139,36.90643330531124,-1.185581214172133,13.921052714865827
15,5,1514.5972644418177,393.4804976408873,36.9077503830762,-1.1860755143944621,6.127259199530817
16,0,1382.0443141773017,436.17189956902877,36.90655999982816,-1.1856886265336815,12.901827706174739
16,2,1438.8017077826362,487.8428535077254,36.907070180914594,-1.1852218472710492,10.040303406051732
16,3,1368.37597849798,188.61560379173645,36.906435538672426,-1.1879267378054958,26.597157986415553
16,4,1352.8088973046517,453.76185034183334,36.906297508740444,-1.1855293924242953,16.168794451453895
16,5,1507.3610241728093,396.3731970407888,36.90768540227453,-1.186049311438167,7.793219656567088
17,0,1372.4768190852137,446.3219515009303,36.906474127625096,-1.1855967925004356,14.330269988709503
17,2,1435.1983842745212,478.9252853963254,36.90703775307059,-1.1853024481487224,9.6189099619066
17,3,1372.5723300103361,216.20783014518315,36.90647342074627,-1.1876772998553071,27.926774643640968
17,4,1337.6068936003862,459.5124004508208,36.90616099403277,-1.1854772966225129,16.25430217141412
17,5,1498.3698526270953,399.9674815958118,36.907604662349435,-1.1860167533105834,9.682664990867488
18,0,1356.6523576901218,452.3079622907238,36.906332023197756,-1.1855425635930383,16.919847029344552
18,2,1432.8676710034542,473.158859335239,36.907016777996986,-1.1853545676208483,6.221425863007888
18,3,1377.3880781399737,245.21918252092652,36.906516876238854,-1.1874150355385213,29.427155654717744
18,4,1326.1862253890436,463.8325628521113,36.90605843590563,-1.1854381590946186,12.211218712868973
18,5,1488.8534632925143,403.77126231624277,36.907519206017795,-1.185982297495887,10.247220911606364
19,0,1343.0464134323092,457.45476173616055,36.90620984117472,-1.1854959373325404,14.547761834306707
19,2,1432.8342718907675,466.3909617925423,36.907016432022964,-1.1854157572975565,7.647089785595298
19,3,1383.134281887225,271.7760213916636,36.906568672916436,-1.1871749693140747,27.191318991489993
19,4,1318.742047433825,466.64851522158034,36.905991586849005,-1.1854126486158192,7.959471675957428
19,5,1478.2001520717379,408.02822962205,36.9074235402272,-1.1859437365577576,11.472461531412938
20,0,1332.4414942011372,461.46634603958427,36.90611460850691,-1.185459595297057,11.339002742023272
20,2,1436.6951343613134,459.81431424170114,36.907051068024195,-1.1854752444662242,8.259616656955332
20,3,1388.0109027724288,293.9227483613813,36.90661262841876,-1.1869747698055673,22.691318991489993
20,4,1314.420482979239,469.7255019382458,36.90595278880499,-1.185384799431588,5.437300745920062
20,5,1470.9466046374139,410.92668190971233,36.907358404018446,-1.1859174814733484,7.811284414958993
21,0,1324.4328027264446,464.49584021210035,36.90604269009003,-1.1854321502844711,8.563061406882422
21,2,1436.8780032449777,455.10036079613434,36.90705267865017,-1.1855178655060066,4.7207263671839605
21,3,1392.3313576552155,312.2800407859264,36.906651562290655,-1.1868088274994688,18.918623931811467
21,4,1315.075191373675,475.2621744474487,36.90595870741765,-1.1853347457880379,5.749827097366349
21,5,1467.7312918128002,412.2114919831878,36.907329530797284,-1.1859058432633716,3.4625434221707665
22,2,1436.7207121083861,449.27973214794207,36.9070512262294,-1.1855704898907604,6.30392559827771
22,3,1395.8821715916977,326.2568838236188,36.90668355296108,-1.1866824844205444,14.418623931811467
22,4,1317.9201310174133,482.1015056013934,36.905984308882864,-1.1852729295340851,7.407578695016698
22,5,1465.6578792999737,411.0198427877936,36.90731089801545,-1.1859166030252248,2.6682626988651226
22,6,1325.101304347826,507.7112293853073,36.906048988568415,-1.1850414361876673,0.0
23,2,1439.9700608579253,442.84864528895224,36.90708037022004,-1.1856286568397871,7.720132213393225
23,3,1398.383244457109,336.10169785527694,36.90670608609653,-1.1865934926388948,10.1559895048042
23,4,1321.5210608894818,490.7582628410116,36.90601671346068,-1.1851946867477057,9.376006081989752
23,5,1467.3668838546653,408.91558874191907,36.90732623506724,-1.1859356396929268,2.9258994820905846
23,6,1324.437827875387,506.1162094987345,36.90604301798082,-1.1850558525340666,1.7275425131432711
24,2,1444.4044934600051,433.9614534971684,36.907120142688036,-1.1857090380266386,10.204415173227899
24,3,1401.742349788246,340.54479816350795,36.90673628988359,-1.186553344682608,5.905699941107102
24,4,1325.8541873956283,501.1752455607329,36.90605570703068,-1.1851005344256147,11.282480336759026
24,5,1471.687463062464,407.1891241668599,36.90736503348169,-1.1859512785477744,4.6527955231634905
24,6,1323.1965886201997,503.1322283354835,36.90603184813786,-1.1850828227968984,3.231905985204503
25,2,1446.1715793252192,426.09931514712764,36.90713596234738,-1.1857801332668654,8.487127563802607
25,3,1408.054312121805,339.4483167012244,36.90679298041111,-1.1865633013809531,6.534066437334784
25,4,1328.9760819184974,508.6803856140845,36.90608380078535,-1.185032700349563,8.128706493508332
25,5,1477.6189384702043,404.81895996507586,36.907418297601815,-1.185972748235074,6.38755613438841
25,6,1320.9605722200797,497.7567692603737,36.906011726349234,-1.1851314080703548,5.822080438048579
26,2,1452.6467528495714,420.5974870695228,36.90719408901873,-1.1858299206649119,8.56084712525186
26,3,1416.3740742840362,336.6331312771952,36.906867694567744,-1.1865888109600513,8.783371281913512
26,4,1329.817297757721,512.2107505771911,36.90609138108195,-1.185000787389088,3.760595
26,5,1485.4582728785674,401.6864324734722,36.90748869412921,-1.1860011236477235,8.442113495795615
26,6,1317.8041561707334,490.168638289434,36.90598332193149,-1.185199992241513,8.218592732260005
27,2,1461.120981486917,413.7729224214005,36.907270163468155,-1.1858916808599114,10.93620504122515
27,3,1426.7689588246246,333.05269473627084,36.90696104357237,-1.1866212535261957,10.995100268987969
27,4,1327.7891534586595,512.9061023057731,36.90607316776601,-1.1849944867147546,2.753356145625263
27,5,1495.4512868607937,397.6925096054788,36.90757843050858,-1.1860373018361288,10.760745682931132
27,6,1314.1205519391515,481.3131290924949,36.90595017337084,-1.185280031415014,9.591271395439906
28,2,1471.885754897084,407.1098885339668,36.907366814124636,-1.1859519962888672,12.897201430264943
28,3,1439.1057806470928,328.5290807054508,36.90707182986779,-1.1866622368362412,13.140357098459296
28,4,1326.0512890011112,509.9950246318191,36.906057537426776,-1.1850207944489641,3.5006302335069326
28,5,1505.2686861959735,393.76790570440295,36.90766658988457,-1.18607285209822,10.572098819035254
28,6,1312.1652085771348,476.61241749675514,36.905932577336685,-1.1853225180805198,5.091271395439906
29,2,1484.7755726159294,401.9592333555162,36.90748256354126,-1.1859986525320785,13.880936627288111
29,3,1452.2470285394056,323.71050310065095,36.90718984002703,-1.1867058924764669,13.997177920643493
29,4,1323.9252968423093,504.88406755519406,36.906038405742656,-1.1850669890628862,5.535602224804721
29,5,1515.9397393715603,389.50207678821727,36.90776241500392,-1.1861114932827128,11.492533983904087
29,6,1310.9951798172078,469.79924118628395,36.905922021126074,-1.1853841093150574,7.053484731161658
30,2,1497.230059223082,396.9814081685503,36.907594403726144,-1.186043743209947,13.411227409553476
30,3,1465.4923382169552,318.74111417042917,36.90730878392072,-1.186750912345625,14.147968422145835
30,4,1321.0872888022247,498.06140021094393,36.906012866664845,-1.1851286547096418,7.3895303685220695
30,5,1524.0704031896585,386.2479464298271,36.9078354276292,-1.1861409701271552,8.764706409417652
30,6,1316.0586522616618,464.3446552761863,36.905967467287674,-1.1854334599048866,7.851605945025803
31,2,1508.4640774157679,392.49054260971167,36.90769528421611,-1.1860844228443987,12.098154401190667
31,3,1478.3057012150332,313.7192830390863,36.90742384745312,-1.1867964034014369,13.762653580880047
31,4,1317.4921869893378,489.4186538227737,36.90598051453744,-1.1852067708622382,9.36083113544181
31,5,1528.1585637246344,384.2647328551425,36.907872136585304,-1.1861589287158498,4.553274010957778
31,6,1323.58145194898,461.3991775924157,36.90603502169191,-1.1854601419858104,8.084883528683568
32,2,1516.587410433491,389.2428598150363,36.907768231031284,-1.1861138413442398,8.749368384778123
32,3,1489.8725982472865,309.1859685908561,36.907527717776,-1.1868374691528119,12.423841959717068
32,4,1313.2128218058517,479.130915141589,36.90594200475433,-1.1852997550234379,11.14249802492585
32,5,1529.8350332514276,379.61185495956454,36.907887164081906,-1.1862010077940093,5.252655223545246
32,6,1332.7922638006337,457.91328566807755,36.90611773519377,-1.1854917216014151,9.848393803430953
33,2,1525.9756742754287,385.48406090113616,36.90785253678267,-1.1861478895981992,10.1169301740542
33,3,1497.249886556738,306.2946514477414,36.90759396556661,-1.1868636606107241,7.923841959717068
33,5,1528.3089055075718,374.63923161877545,36.907873421662295,-1.1862459558583178,5.212470242541842
33,6,1344.3196014005978,453.55068943920986,36.90622125120826,-1.1855312435140697,12.325271867230766
33,7,1444.7504166666665,485.4970833333333,36.907123599985766,-1.185243096501694,0.0
34,3,1501.4373007564816,305.24703888519963,36.90763157243572,-1.1868731609382055,4.323433027383264
34,5,1525.8219909567351,367.67650529340995,36.90785103532923,-1.1863088902774883,7.394129869898409
34,6,1356.9169792294704,448.78312949457603,36.90633437624263,-1.1855744341016292,13.469381390856578
34,7,1442.422513735792,488.28587095584817,36.90710270825107,-1.1852178666080349,1.7141260907519609
34,8,1525.73,389.03,36.907850354068806,-1.18611582836228,0.0
35,3,1506.5340190619618,307.2901268944872,36.90767736825758,-1.186854723838224,5.679016390758891
35,5,1522.5142619878866,358.4157079890444,36.90782126030755,-1.186392596407875,9.834587023451551
35,6,1365.9520555156578,445.36374584316144,36.906415511651225,-1.1856054112042609,9.660493639813115
35,7,1443.5831590534142,491.157740340455,36.907113153388146,-1.185191909397423,3.098429375723935
35,8,1524.2309025830398,389.62929553094966,36.907836892304545,-1.186110399760218,1.6141484214691446
36,3,1510.0416136664142,314.12906091642947,36.90770892216791,-1.1867929156497004,7.784483597208139
36,6,1370.778460402251,443.53716138038783,36.90645885299557,-1.1856219587172896,5.160493639813115
36,7,1445.3735988796097,495.58795622446536,36.90712926631075,-1.1851518671693255,4.77971286207903
36,8,1520.3370295733428,391.1859526677015,36.90780192566469,-1.1860962990842934,4.192715497268364
36,9,1376.55,441.02,36.90651067943466,-1.1856447563349468,0.0
37,3,1513.1348683170283,322.7554832317877,36.90773676636141,-1.1867149435800488,9.161237371772852
37,6,1371.39619388925,443.3033761062552,36.90646440027164,-1.1856240766401014,0.6604936398131152
37,7,1447.808350795426,501.61244051779886,36.90715117766729,-1.1850974152448137,6.499752115504815
37,8,1514.1861809599893,393.6448289644735,36.90774669158257,-1.1860740258310325,6.6235370957991115
37,9,1375.6173371280354,442.418994307947,36.90650231118449,-1.1856321013757363,1.6805154199246317
38,3,1516.6765865810198,332.6325741661338,36.90776864743205,-1.1866256670263309,10.489444092138994
38,6,1371.666791741052,443.20096658128267,36.90646683025322,-1.1856250043951542,0.2893289158249699
38,7,1448.7718280395577,503.9964425537148,36.90715984840357,-1.1850758675910325,2.572074475064879
38,8,1506.314831554911,396.79141432565945,36.90767600755706,-1.1860455230980842,8.477213667170146
38,9,1373.7372428890098,445.665944314097,36.906485445074765,-1.1856027322089977,3.8960961753036822
39,10,1376.55,441.02,36.90651067943466,-1.1856447563349468,0.0
39,6,1371.8554291900143,443.1295755062552,36.90646852422648,-1.185625651145841,0.20169512887420202
39,7,1448.683996861909,506.1549527161372,36.9071590741034,-1.185056351470217,2.2559050808753804
39,8,1497.0771419754217,400.48426970283833,36.90759305392271,-1.186012072086414,9.947868185536937
39,9,1367.8178136915915,448.0843404922282,36.90643228952999,-1.1855808265367354,6.4105209188768635
40,10,1376.55,441.02,36.90651067943466,-1.1856447563349468,0.0
40,6,1373.8537095348236,442.7488537970355,36.906486471430725,-1.1856291069907967,2.037600094563608
40,7,1446.147500383287,505.90594563904415,36.907136288026265,-1.1850585854603999,3.048241412694193
40,8,1485.7729879473604,405.00219254618764,36.90749154362143,-1.185971147345642,12.172636860609055
40,9,1360.5947772640143,450.8166403734715,36.90636742631432,-1.1855560738855477,7.723022502358072
41,10,1376.55,441.02,36.90651067943466,-1.1856447563349468,0.0
41,6,1377.4722612260498,443.6289641275323,36.906518981482165,-1.1856211744870468,3.8269514348770497
41,7,1445.3275816125526,503.997415769351,36.907128910049614,-1.1850758352563249,2.090395678331703
41,8,1476.4755894458494,408.7173493298181,36.907408053808375,-1.1859374942965544,10.01229049262932
41,9,1351.15429538886,454.3877462047923,36.906282650336735,-1.1855237222628596,10.093961824220605
42,10,1376.55,441.02,36.90651067943466,-1.1856447563349468,0.0
42,6,1383.0569075523103,444.95898352866175,36.90656915527063,-1.1856091877113615,5.7988360554625284
42,7,1443.935655025397,500.5517523529456,36.907116383507265,-1.1851069786736557,3.715852001480385
42,8,1470.996668964549,410.9066766550658,36.907358853591624,-1.1859176626871795,5.90020352853338
42,9,1339.8688339220766,458.6567631666534,36.906181306362186,-1.18548504807388,12.066652817185968
43,10,1375.6880312770343,442.539764798205,36.90650294702366,-1.1856310099495757,1.7753493740921842
43,6,1388.1940688426807,445.3185848189877,36.906615302879466,-1.185605971614537,5.15257277424166
43,7,1441.8150140415755,495.30218306911297,36.90709729895103,-1.1851544265823792,5.661209518423862
43,8,1463.255763792193,412.3364175978464,36.90728932965737,-1.1859046831841402,8.11474393789998
43,9,1326.363047987741,463.7656751421756,36.906060023780654,-1.1854387650485911,14.4406704477733
44,10,1378.2568686752127,444.41694092102244,36.90652603466579,-1.1856140556002532,3.40373893454671
44,6,1395.822047548191,445.87897170469034,36.90668382592009,-1.1856009572066957,7.652669988253136
44,7,1438.900434245555,488.0872472599887,36.90707106939647,-1.1852196383332838,7.780688484905847
44,8,1454.4229117631453,410.9735085996633,36.907209978206474,-1.1859169451194351,9.061730549939284
44,9,1311.2494212631054,469.572883180315,36.90592430334106,-1.185386157600063,16.193556692032146
45,10,1382.8899965902988,444.94729976132095,36.906567655893596,-1.1856092922052053,4.665078271430761
45,6,1404.8337210214745,450.54598679557614,36.906764806065475,-1.1855588234231882,10.094254903874342
45,7,1437.6239696153673,484.9274056999821,36.90705958194229,-1.1852481983649379,3.4076176823331092
45,8,1449.3784827218274,411.0695098443943,36.90716466664911,-1.1859160426590494,5.044429041317975
45,9,1294.3455554212048,476.335159693232,36.905772508379286,-1.1853249029533097,18.208534830738795
46,10,1389.055860581205,445.3789102406844,36.906623044436806,-1.185605432093583,6.184361582879055
46,6,1417.457374908874,454.19390818019576,36.90687822433999,-1.1855259281549084,12.619826479262654
46,7,1437.405291977532,484.3860771962895,36.907057613968114,-1.1852530911289438,0.5837762894447533
46,8,1442.4390358956523,411.10713511988985,36.90710233246503,-1.1859156550280618,6.94337031865803
46,9,1277.6809768985427,483.0935190998183,36.90562286283536,-1.1852636853619716,17.982927930061734
47,10,1396.9972900816394,446.03359016308633,36.906694383727746,-1.18559956730694,7.974746849668291
47,6,1433.1249824309098,449.7727943726331,36.90701893049775,-1.1855660074349785,15.164849851240385
47,7,1436.3170291981373,481.69292881292114,36.90704782022818,-1.18527743298064,2.9050493596693143
47,8,1434.8237617610007,406.64317157474096,36.90703389699609,-1.1859559625323464,8.9247935322936
47,9,1261.1459283745119,489.79833686947654,36.90547438046389,-1.185202952740237,17.84277100284587
48,10,1406.0195338458357,451.15360722382474,36.9067754618996,-1.185553337914951,10.174416666455645
48,6,1441.6278377685544,440.6591685697123,36.90709524653238,-1.1856484636680729,11.846412745805512
48,7,1434.3670803816885,476.86855345429683,36.90703027181584,-1.1853210377886543,5.205042657452973
48,8,1424.4082999614059,401.66866496966657,36.90694030502804,-1.1860008668010518,11.055268679268968
48,9,1244.017703517043,496.74262727051905,36.90532057146589,-1.1851400509476817,18.48246390054471
49,10,1418.2959150587437,454.24585314523193,36.9068857569812,-1.1855254642431248,12.166819990101349
49,6,1445.824902968604,434.7778109185578,36.90713290723646,-1.1857016668880174,7.346412745805512
49,7,1432.699877488636,472.7437207985776,36.90701526795215,-1.1853583198238264,4.450302543207498
49,8,1411.3791269114552,401.68229449788316,36.906823268977035,-1.1860006544605104,12.39483413730127
49,9,1227.3318489148662,503.5075676488303,36.905170734908104,-1.1850787737218742,18.005117745753406
